,Rad,Tair,RH,Wind,Pressure,Prec,Cl,Date,Time,huma,rho_air
231,26.0,-6.354,77.8,1.2,80980.0,0.0,0.29222,2017-12-15,15:00:00,0.00228,1.05737
232,0.0,-8.554,89.4,0.9,81020.0,0.0,0.29919,2017-12-15,16:00:00,0.00221,1.06669
233,0.0,-11.254,98.4,0.8,81040.0,0.0,0.29919,2017-12-15,17:00:00,0.00197,1.07796
234,0.0,-13.454,89.0,1.2,81080.0,0.0,0.29919,2017-12-15,18:00:00,0.00149,1.08762
235,0.0,-15.154,90.4,0.9,81120.0,0.0,0.29919,2017-12-15,19:00:00,0.00131,1.09533
236,0.0,-14.854,85.3,1.2,81150.0,0.0,0.29919,2017-12-15,20:00:00,0.00127,1.09446
237,0.0,-16.154,87.9,0.8,81170.0,0.0,0.29919,2017-12-15,21:00:00,0.00118,1.10027
238,0.0,-16.754,87.5,0.9,81180.0,0.0,0.29919,2017-12-15,22:00:00,0.00111,1.10298
239,0.0,-17.954,87.4,0.9,81200.0,0.0,0.29919,2017-12-15,23:00:00,0.001,1.10844
240,0.0,-17.054,84.7,0.9,81200.0,0.0,0.07902,2017-12-16,00:00:00,0.00105,1.10455
241,0.0,-16.854,88.2,0.8,81200.0,0.0,0.07902,2017-12-16,01:00:00,0.00111,1.10368
242,0.0,-17.654,87.6,0.8,81230.0,0.0,0.07902,2017-12-16,02:00:00,0.00103,1.10755
243,0.0,-15.954,84.2,0.6,81260.0,0.0,0.07902,2017-12-16,03:00:00,0.00114,1.10063
244,0.0,-14.454,84.0,0.7,81290.0,0.0,0.07902,2017-12-16,04:00:00,0.00129,1.09466
245,0.0,-13.754,84.0,0.3,81320.0,0.0,0.07902,2017-12-16,05:00:00,0.00137,1.09211
246,0.0,-13.054,83.1,0.7,81370.0,0.0,0.07902,2017-12-16,06:00:00,0.00143,1.08984
247,6.0,-12.554,85.0,0.7,81430.0,0.0,0.07902,2017-12-16,07:00:00,0.00152,1.08855
248,44.0,-11.554,82.9,0.8,81500.0,0.0,0.54611,2017-12-16,08:00:00,0.00161,1.08532
249,122.0,-10.754,81.6,0.6,81580.0,0.0,0.56838,2017-12-16,09:00:00,0.00169,1.08307
250,198.0,-9.354,76.8,0.4,81640.0,0.0,0.496,2017-12-16,10:00:00,0.00177,1.07812
251,192.0,-8.154,73.8,0.7,81670.0,0.0,0.5433,2017-12-16,11:00:00,0.00187,1.07363
252,241.0,-6.954,70.7,0.8,81700.0,0.0,0.34937,2017-12-16,12:00:00,0.00196,1.06918
253,165.0,-5.654,66.3,0.9,81710.0,0.0,0.475,2017-12-16,13:00:00,0.00203,1.06411
254,115.0,-4.954,60.1,1.1,81760.0,0.0,0.37039,2017-12-16,14:00:00,0.00194,1.06199
255,20.0,-5.954,89.2,2.4,81850.0,0.0,0.45556,2017-12-16,15:00:00,0.00267,1.06713
256,0.0,-6.554,94.7,0.6,81910.0,0.0,0.30315,2017-12-16,16:00:00,0.00271,1.07032
257,0.0,-6.954,95.4,1.1,81970.0,0.0,0.30315,2017-12-16,17:00:00,0.00264,1.07271
258,0.0,-7.454,93.9,1.2,82010.0,0.0,0.30315,2017-12-16,18:00:00,0.0025,1.07526
259,0.0,-7.154,94.4,1.6,82090.0,0.0002,0.30315,2017-12-16,19:00:00,0.00257,1.07509
260,0.0,-7.254,94.4,1.0,82160.0,0.0,0.30315,2017-12-16,20:00:00,0.00255,1.07641
261,0.0,-8.654,95.9,1.2,82210.0,0.0,0.30315,2017-12-16,21:00:00,0.00232,1.08277
262,0.0,-8.854,94.6,1.8,82260.0,0.0,0.30315,2017-12-16,22:00:00,0.00225,1.08425
263,0.0,-9.554,94.6,1.1,82290.0,0.0,0.30315,2017-12-16,23:00:00,0.00213,1.08752
264,0.0,-9.254,94.0,1.2,82290.0,0.0,0.07262,2017-12-17,00:00:00,0.00217,1.08629
265,0.0,-9.154,94.9,1.1,82320.0,0.0003,0.07262,2017-12-17,01:00:00,0.00221,1.08627
266,0.0,-8.954,95.5,1.6,82350.0,0.0003,0.07262,2017-12-17,02:00:00,0.00225,1.08584
267,0.0,-8.954,93.5,1.9,82350.0,0.0,0.07262,2017-12-17,03:00:00,0.00221,1.08584
268,0.0,-9.054,94.2,0.7,82370.0,0.0,0.07262,2017-12-17,04:00:00,0.00221,1.08652
269,0.0,-8.854,96.7,1.0,82410.0,0.0004,0.07262,2017-12-17,05:00:00,0.0023,1.08622
270,0.0,-9.254,97.9,0.6,82450.0,0.0001,0.07262,2017-12-17,06:00:00,0.00225,1.0884
271,6.0,-9.654,97.5,0.6,82510.0,0.0,0.07262,2017-12-17,07:00:00,0.00217,1.09084
272,73.0,-9.354,94.3,1.4,82570.0,0.0001,0.24695,2017-12-17,08:00:00,0.00215,1.0904
273,183.0,-8.454,89.6,1.1,82620.0,0.0,0.34547,2017-12-17,09:00:00,0.00219,1.08735
274,297.0,-7.454,82.0,0.5,82650.0,0.0,0.244,2017-12-17,10:00:00,0.00217,1.08365
275,224.0,-6.654,62.6,2.7,82650.0,0.0,0.46718,2017-12-17,11:00:00,0.00176,1.08039
276,323.0,-6.354,52.5,2.5,82620.0,0.0,0.12799,2017-12-17,12:00:00,0.00151,1.07879
277,224.0,-6.554,56.1,3.6,82620.0,0.0,0.28727,2017-12-17,13:00:00,0.00159,1.0796
278,108.0,-8.154,61.0,2.7,82660.0,0.0,0.40872,2017-12-17,14:00:00,0.00152,1.08664
279,19.0,-9.554,64.6,2.8,82720.0,0.0,0.45235,2017-12-17,15:00:00,0.00145,1.09321
280,0.0,-10.254,70.6,1.3,82800.0,0.0,0.23824,2017-12-17,16:00:00,0.00149,1.09718
281,0.0,-10.354,75.7,0.9,82870.0,0.0,0.23824,2017-12-17,17:00:00,0.00159,1.09852
282,0.0,-10.154,77.8,1.5,82930.0,0.0,0.23824,2017-12-17,18:00:00,0.00166,1.09848
283,0.0,-11.254,78.7,1.0,82960.0,0.0,0.23824,2017-12-17,19:00:00,0.00154,1.10349
284,0.0,-11.354,73.4,1.3,83000.0,0.0,0.23824,2017-12-17,20:00:00,0.00142,1.10445
285,0.0,-12.654,70.4,1.2,83000.0,0.0,0.23824,2017-12-17,21:00:00,0.00123,1.10996
286,0.0,-14.054,72.4,1.3,83030.0,0.0,0.23824,2017-12-17,22:00:00,0.00113,1.11636
287,0.0,-15.054,76.0,1.1,83030.0,0.0,0.23824,2017-12-17,23:00:00,0.00109,1.12069
288,0.0,-17.054,83.1,1.2,83000.0,0.0,0.04314,2017-12-18,00:00:00,0.00101,1.12903
289,0.0,-17.854,80.4,1.8,83000.0,0.0,0.04314,2017-12-18,01:00:00,0.00091,1.13257
290,0.0,-18.854,81.5,1.4,82970.0,0.0,0.04314,2017-12-18,02:00:00,0.00085,1.13661
291,0.0,-19.554,83.5,1.4,82910.0,0.0,0.04314,2017-12-18,03:00:00,0.00082,1.13892
292,0.0,-18.754,81.7,1.5,82860.0,0.0,0.04314,2017-12-18,04:00:00,0.00086,1.13466
293,0.0,-18.554,81.7,0.9,82820.0,0.0,0.04314,2017-12-18,05:00:00,0.00087,1.13322
294,0.0,-17.754,80.8,1.0,82770.0,0.0,0.04314,2017-12-18,06:00:00,0.00093,1.12899
295,16.0,-16.154,80.3,0.5,82770.0,0.0,0.3728,2017-12-18,07:00:00,0.00105,1.12196
296,54.0,-15.154,83.0,0.4,82770.0,0.0001,0.44295,2017-12-18,08:00:00,0.00118,1.11761
297,116.0,-13.854,86.3,0.3,82740.0,0.0006,0.58511,2017-12-18,09:00:00,0.00137,1.1116
298,150.0,-12.754,86.9,0.3,82720.0,0.0005,0.61818,2017-12-18,10:00:00,0.00151,1.10664
299,232.0,-11.654,85.9,0.2,82690.0,0.0001,0.44816,2017-12-18,11:00:00,0.00163,1.10159
300,292.0,-10.454,84.6,0.4,82660.0,0.0,0.21168,2017-12-18,12:00:00,0.00177,1.09616
301,308.0,-8.554,78.5,0.5,82620.0,0.0,0.02,2017-12-18,13:00:00,0.0019,1.08776
302,91.0,-7.554,80.4,1.3,82660.0,0.0,0.50179,2017-12-18,14:00:00,0.00211,1.08419
303,20.0,-7.954,90.1,0.5,82700.0,0.0,0.42353,2017-12-18,15:00:00,0.00229,1.08635
304,0.0,-7.754,88.1,0.8,82750.0,0.0,0.22842,2017-12-18,16:00:00,0.00227,1.08619
305,0.0,-7.754,92.4,0.7,82820.0,0.0,0.22842,2017-12-18,17:00:00,0.00238,1.0871
306,0.0,-7.754,94.6,1.0,82860.0,0.0,0.22842,2017-12-18,18:00:00,0.00244,1.08763
307,0.0,-7.954,96.3,0.6,82920.0,0.0,0.22842,2017-12-18,19:00:00,0.00244,1.08924
308,0.0,-9.254,95.9,0.5,82970.0,0.0,0.22842,2017-12-18,20:00:00,0.00219,1.09526
309,0.0,-9.954,97.7,0.7,83020.0,0.0,0.22842,2017-12-18,21:00:00,0.00211,1.09884
310,0.0,-10.154,96.7,0.5,83060.0,0.0,0.22842,2017-12-18,22:00:00,0.00206,1.1002
311,0.0,-10.454,98.3,0.9,83090.0,0.0,0.22842,2017-12-18,23:00:00,0.00204,1.10186
312,0.0,-11.354,95.3,0.8,83120.0,0.0,0.10137,2017-12-19,00:00:00,0.00184,1.10605
313,0.0,-12.854,87.0,1.3,83160.0,0.0,0.10137,2017-12-19,01:00:00,0.00149,1.11295
314,0.0,-13.354,86.4,1.1,83210.0,0.0,0.10137,2017-12-19,02:00:00,0.00142,1.11577
315,0.0,-14.054,86.3,1.0,83230.0,0.0,0.10137,2017-12-19,03:00:00,0.00134,1.11905
316,0.0,-14.054,88.2,0.7,83230.0,0.0,0.10137,2017-12-19,04:00:00,0.00137,1.11905
317,0.0,-14.854,87.8,0.8,83270.0,0.0,0.10137,2017-12-19,05:00:00,0.00127,1.12306
318,0.0,-14.754,86.3,1.1,83320.0,0.0,0.10137,2017-12-19,06:00:00,0.00126,1.12329
319,13.0,-14.054,85.6,0.5,83410.0,0.0,0.20375,2017-12-19,07:00:00,0.00132,1.12147
320,95.0,-12.554,85.4,0.5,83480.0,0.0,0.02,2017-12-19,08:00:00,0.00149,1.11595
321,269.0,-10.754,85.9,0.3,83520.0,0.0,0.03788,2017-12-19,09:00:00,0.00173,1.10883
322,344.0,-8.954,82.7,0.6,83530.0,0.0,0.10578,2017-12-19,10:00:00,0.00192,1.1014
323,383.0,-7.454,78.1,0.7,83510.0,0.0,0.08898,2017-12-19,11:00:00,0.00204,1.09492
324,353.0,-7.054,80.6,0.5,83460.0,0.0,0.047,2017-12-19,12:00:00,0.00217,1.09262
325,279.0,-6.254,79.7,0.9,83470.0,0.0,0.11227,2017-12-19,13:00:00,0.00229,1.08948
326,159.0,-5.554,73.7,0.8,83490.0,0.0,0.1295,2017-12-19,14:00:00,0.00223,1.08689
327,26.0,-7.254,81.9,0.9,83470.0,0.0,0.25059,2017-12-19,15:00:00,0.00218,1.09358
328,0.0,-11.254,89.9,1.9,83500.0,0.0,0.16255,2017-12-19,16:00:00,0.00174,1.11068
329,0.0,-12.354,85.3,1.3,83530.0,0.0,0.16255,2017-12-19,17:00:00,0.00151,1.11576
330,0.0,-12.954,87.2,1.1,83550.0,0.0,0.16255,2017-12-19,18:00:00,0.00147,1.1186
331,0.0,-13.654,86.5,1.2,83540.0,0.0,0.16255,2017-12-19,19:00:00,0.00138,1.12149
332,0.0,-12.454,84.3,1.1,83570.0,0.0,0.16255,2017-12-19,20:00:00,0.00148,1.11673
333,0.0,-10.754,84.2,1.4,83530.0,0.0,0.16255,2017-12-19,21:00:00,0.0017,1.10896
334,0.0,-10.254,84.0,1.1,83510.0,0.0,0.16255,2017-12-19,22:00:00,0.00176,1.10659
335,0.0,-9.254,83.2,0.8,83480.0,0.0,0.16255,2017-12-19,23:00:00,0.00189,1.102
336,0.0,-8.554,84.1,0.8,83430.0,0.0,0.21244,2017-12-20,00:00:00,0.00202,1.09842
337,0.0,-7.954,90.7,1.1,83420.0,0.0,0.21244,2017-12-20,01:00:00,0.00228,1.09581
338,0.0,-7.654,90.8,0.9,83430.0,0.0,0.21244,2017-12-20,02:00:00,0.00234,1.0947
339,0.0,-7.754,95.3,0.7,83420.0,0.0,0.21244,2017-12-20,03:00:00,0.00244,1.09498
340,0.0,-7.454,96.0,0.8,83420.0,0.0,0.21244,2017-12-20,04:00:00,0.00251,1.09374
341,0.0,-7.154,96.1,1.1,83450.0,0.0,0.21244,2017-12-20,05:00:00,0.00257,1.0929
342,0.0,-7.054,96.6,0.7,83490.0,0.0,0.21244,2017-12-20,06:00:00,0.00261,1.09302
343,6.0,-7.754,98.7,0.5,83530.0,0.0001,0.21244,2017-12-20,07:00:00,0.00252,1.09642
344,56.0,-9.354,99.0,0.8,83580.0,0.0,0.42232,2017-12-20,08:00:00,0.00223,1.10373
345,241.0,-8.654,97.2,1.0,83630.0,0.0,0.13169,2017-12-20,09:00:00,0.00231,1.10147
346,349.0,-7.354,93.2,1.0,83630.0,0.0,0.09279,2017-12-20,10:00:00,0.00245,1.09608
347,381.0,-6.654,89.3,1.1,83610.0,0.0,0.09374,2017-12-20,11:00:00,0.00248,1.09294
348,358.0,-4.754,71.2,1.4,83570.0,0.0,0.02273,2017-12-20,12:00:00,0.00229,1.08469
349,280.0,-4.554,65.5,4.6,83550.0,0.0,0.10909,2017-12-20,13:00:00,0.00214,1.08362
350,163.0,-5.354,66.3,5.1,83570.0,0.0,0.1076,2017-12-20,14:00:00,0.00203,1.08712
351,26.0,-6.654,70.5,4.0,83610.0,0.0,0.25059,2017-12-20,15:00:00,0.00196,1.09294
352,0.0,-11.654,82.6,1.4,83660.0,0.0,0.26882,2017-12-20,16:00:00,0.00155,1.11451
353,0.0,-13.654,83.7,1.5,83710.0,0.0,0.26882,2017-12-20,17:00:00,0.00133,1.12377
354,0.0,-14.054,84.4,1.6,83760.0,0.0,0.26882,2017-12-20,18:00:00,0.0013,1.12618
355,0.0,-15.654,86.1,1.1,83800.0,0.0,0.26882,2017-12-20,19:00:00,0.00116,1.13371
356,0.0,-16.154,85.1,0.9,83840.0,0.0,0.26882,2017-12-20,20:00:00,0.0011,1.13646
357,0.0,-16.554,86.6,0.8,83840.0,0.0,0.26882,2017-12-20,21:00:00,0.00108,1.13823
358,0.0,-17.954,86.9,1.0,83870.0,0.0,0.26882,2017-12-20,22:00:00,0.00097,1.14489
359,0.0,-18.554,87.4,1.0,83900.0,0.0,0.26882,2017-12-20,23:00:00,0.00092,1.148
360,0.0,-18.454,86.3,0.9,83910.0,0.0,0.27199,2017-12-21,00:00:00,0.00092,1.14768
361,0.0,-18.254,85.0,0.9,83890.0,0.0,0.27199,2017-12-21,01:00:00,0.00092,1.14651
362,0.0,-16.154,84.4,0.7,83890.0,0.0,0.27199,2017-12-21,02:00:00,0.00109,1.13714
363,0.0,-16.454,85.4,0.6,83890.0,0.0,0.27199,2017-12-21,03:00:00,0.00108,1.13847
364,0.0,-14.254,84.7,0.5,83890.0,0.0,0.27199,2017-12-21,04:00:00,0.00128,1.1288
365,0.0,-12.754,81.7,0.6,83930.0,0.0,0.27199,2017-12-21,05:00:00,0.0014,1.12283
366,0.0,-13.254,85.5,0.5,83940.0,0.0,0.27199,2017-12-21,06:00:00,0.0014,1.12512
367,6.0,-14.254,87.6,0.6,83990.0,0.0,0.27199,2017-12-21,07:00:00,0.00132,1.13014
368,44.0,-13.954,86.4,1.2,84040.0,0.0,0.54611,2017-12-21,08:00:00,0.00134,1.1295
369,272.0,-12.254,84.4,0.5,84050.0,0.0,0.02,2017-12-21,09:00:00,0.0015,1.12228
370,351.0,-10.254,78.0,0.7,84050.0,0.0,0.02,2017-12-21,10:00:00,0.00163,1.11374
371,368.0,-8.554,73.3,0.6,84020.0,0.0,0.05838,2017-12-21,11:00:00,0.00175,1.10619
372,344.0,-5.554,64.0,0.6,83960.0,0.0,0.06356,2017-12-21,12:00:00,0.00192,1.09301
373,272.0,-4.754,62.9,0.3,83930.0,0.0,0.13455,2017-12-21,13:00:00,0.00201,1.08936
374,162.0,-4.754,69.0,0.4,83910.0,0.0,0.11307,2017-12-21,14:00:00,0.00221,1.0891
375,21.0,-6.254,79.1,0.9,83910.0,0.0,0.39471,2017-12-21,15:00:00,0.00226,1.09522
376,0.0,-7.054,89.6,1.1,83950.0,0.0,0.33735,2017-12-21,16:00:00,0.0024,1.09904
377,0.0,-6.154,90.3,1.3,83940.0,0.0,0.33735,2017-12-21,17:00:00,0.0026,1.0952
378,0.0,-5.454,90.1,1.1,83920.0,0.0,0.33735,2017-12-21,18:00:00,0.00273,1.09208
379,0.0,-4.954,90.3,1.0,83920.0,0.0,0.33735,2017-12-21,19:00:00,0.00285,1.09004
380,0.0,-4.354,92.3,1.0,83910.0,0.0,0.33735,2017-12-21,20:00:00,0.00305,1.08748
381,0.0,-3.654,90.8,1.1,83930.0,0.0001,0.33735,2017-12-21,21:00:00,0.00316,1.08491
382,0.0,-3.154,90.6,1.1,83940.0,0.0001,0.33735,2017-12-21,22:00:00,0.00327,1.08303
383,0.0,-3.054,91.4,1.3,83960.0,0.0,0.33735,2017-12-21,23:00:00,0.00332,1.08289
384,0.0,-3.254,91.9,1.2,83920.0,0.0,0.07401,2017-12-22,00:00:00,0.00329,1.08318
385,0.0,-3.954,92.5,1.1,83910.0,0.0,0.07401,2017-12-22,01:00:00,0.00315,1.08586
386,0.0,-5.454,97.4,1.3,83900.0,0.0,0.07401,2017-12-22,02:00:00,0.00296,1.09182
387,0.0,-6.754,98.8,0.9,83890.0,0.0,0.07401,2017-12-22,03:00:00,0.00272,1.09702
388,0.0,-8.454,99.8,1.4,83900.0,0.0,0.07401,2017-12-22,04:00:00,0.0024,1.10419
389,0.0,-8.354,99.7,1.4,83930.0,0.0,0.07401,2017-12-22,05:00:00,0.00242,1.10417
390,0.0,-9.654,100.0,1.0,83950.0,0.0,0.07401,2017-12-22,06:00:00,0.00219,1.10988
391,6.0,-9.254,98.9,1.1,83960.0,0.0,0.07401,2017-12-22,07:00:00,0.00224,1.10833
392,42.0,-7.654,96.2,1.2,83980.0,0.0,0.56674,2017-12-22,08:00:00,0.00246,1.10192
393,82.0,-5.954,92.1,0.9,83980.0,0.0,0.70456,2017-12-22,09:00:00,0.00269,1.0949
394,113.0,-5.154,92.2,0.7,83940.0,0.0,0.6845,2017-12-22,10:00:00,0.00286,1.09112
395,292.0,-4.054,88.4,0.6,83890.0,0.0,0.25285,2017-12-22,11:00:00,0.00298,1.08601
396,95.0,-2.454,81.2,0.6,83830.0,0.0,0.74139,2017-12-22,12:00:00,0.00309,1.07882
397,122.0,-1.554,79.7,0.6,83810.0,0.0,0.61182,2017-12-22,13:00:00,0.00324,1.07499
398,64.0,-1.254,79.7,0.4,83780.0,0.0,0.64961,2017-12-22,14:00:00,0.00332,1.07342
399,8.0,-1.454,86.3,0.4,83790.0,0.0,0.38314,2017-12-22,15:00:00,0.00354,1.07433
400,0.0,-1.454,88.5,1.1,83800.0,0.0,0.35095,2017-12-22,16:00:00,0.00363,1.07446
401,0.0,-1.454,89.5,1.3,83810.0,0.0,0.35095,2017-12-22,17:00:00,0.00367,1.07459
402,0.0,-1.554,90.1,1.4,83820.0,0.0,0.35095,2017-12-22,18:00:00,0.00367,1.07511
403,0.0,-2.654,92.6,1.1,83840.0,0.0,0.35095,2017-12-22,19:00:00,0.00347,1.07974
404,0.0,-2.954,93.4,1.0,83900.0,0.0,0.35095,2017-12-22,20:00:00,0.00342,1.08172
405,0.0,-5.054,96.7,1.0,83940.0,0.0,0.35095,2017-12-22,21:00:00,0.00303,1.09071
406,0.0,-6.154,98.5,0.9,83950.0,0.0,0.35095,2017-12-22,22:00:00,0.00283,1.09533
407,0.0,-7.754,100.0,0.8,83950.0,0.0,0.35095,2017-12-22,23:00:00,0.00254,1.10194
408,0.0,-8.754,100.0,0.9,83970.0,0.0,0.0564,2017-12-23,00:00:00,0.00235,1.10637
409,0.0,-9.354,100.0,1.0,83980.0,0.0,0.0564,2017-12-23,01:00:00,0.00224,1.10902
410,0.0,-10.354,99.4,1.2,83950.0,0.0,0.0564,2017-12-23,02:00:00,0.00206,1.11284
411,0.0,-10.254,100.0,0.9,83920.0,0.0,0.0564,2017-12-23,03:00:00,0.00209,1.11202
412,0.0,-11.654,100.0,0.7,83930.0,0.0,0.0564,2017-12-23,04:00:00,0.00187,1.1181
413,0.0,-12.254,98.0,0.7,83940.0,0.0,0.0564,2017-12-23,05:00:00,0.00175,1.12081
414,0.0,-12.354,93.4,0.8,83940.0,0.0,0.0564,2017-12-23,06:00:00,0.00165,1.12124
415,4.0,-13.054,91.8,0.8,83970.0,0.0,0.0564,2017-12-23,07:00:00,0.00153,1.12466
416,48.0,-12.354,90.5,1.0,84050.0,0.0,0.50484,2017-12-23,08:00:00,0.0016,1.12271
417,221.0,-11.754,91.1,0.4,84100.0,0.0,0.20375,2017-12-23,09:00:00,0.00169,1.1208
418,309.0,-8.254,91.8,0.5,84110.0,0.0,0.13726,2017-12-23,10:00:00,0.00224,1.10612
419,359.0,-5.954,88.7,0.5,84060.0,0.0,0.08141,2017-12-23,11:00:00,0.00259,1.09595
420,341.0,-4.254,80.6,0.5,84020.0,0.0,0.07172,2017-12-23,12:00:00,0.00267,1.0885
421,276.0,-2.654,72.9,0.5,84010.0,0.0,0.12182,2017-12-23,13:00:00,0.00273,1.08193
422,61.0,-3.754,79.3,0.9,84030.0,0.0,0.66603,2017-12-23,14:00:00,0.00273,1.08661
423,19.0,-4.454,83.4,1.6,84070.0,0.0,0.45235,2017-12-23,15:00:00,0.00272,1.08996
424,0.0,-6.754,85.0,2.0,84100.0,0.0,0.18395,2017-12-23,16:00:00,0.00233,1.09976
425,0.0,-8.654,93.1,1.1,84120.0,0.0,0.18395,2017-12-23,17:00:00,0.0022,1.10793
426,0.0,-9.454,89.0,0.9,84150.0,0.0,0.18395,2017-12-23,18:00:00,0.00198,1.11168
427,0.0,-9.754,86.3,1.4,84170.0,0.0,0.18395,2017-12-23,19:00:00,0.00187,1.11321
428,0.0,-10.554,88.8,0.8,84150.0,0.0,0.18395,2017-12-23,20:00:00,0.00181,1.11634
429,0.0,-11.554,91.0,0.7,84150.0,0.0,0.18395,2017-12-23,21:00:00,0.00171,1.12061
430,0.0,-12.454,90.6,0.8,84130.0,0.0,0.18395,2017-12-23,22:00:00,0.00158,1.12421
431,0.0,-12.354,93.4,0.8,84120.0,0.0,0.18395,2017-12-23,23:00:00,0.00165,1.12364
432,0.0,-13.654,92.8,1.1,84120.0,0.0,0.05352,2017-12-24,00:00:00,0.00147,1.12927
433,0.0,-14.054,93.0,1.1,84110.0,0.0,0.05352,2017-12-24,01:00:00,0.00143,1.13088
434,0.0,-13.454,91.3,1.0,84090.0,0.0,0.05352,2017-12-24,02:00:00,0.00147,1.128
435,0.0,-14.454,89.5,1.1,84050.0,0.0,0.05352,2017-12-24,03:00:00,0.00133,1.13182
436,0.0,-14.754,91.9,0.8,84010.0,0.0,0.05352,2017-12-24,04:00:00,0.00133,1.1326
437,0.0,-14.554,91.6,0.8,83980.0,0.0,0.05352,2017-12-24,05:00:00,0.00135,1.13132
438,0.0,-15.754,92.9,0.7,83980.0,0.0,0.05352,2017-12-24,06:00:00,0.00124,1.13659
439,5.0,-14.754,90.3,0.9,83970.0,0.0,0.05352,2017-12-24,07:00:00,0.00131,1.13206
440,47.0,-15.054,90.7,0.5,83960.0,0.0,0.51516,2017-12-24,08:00:00,0.00128,1.13324
441,256.0,-12.854,91.7,0.3,83950.0,0.0,0.07765,2017-12-24,09:00:00,0.00156,1.12353
442,344.0,-9.454,83.7,0.4,83930.0,0.0,0.03954,2017-12-24,10:00:00,0.00186,1.10878
443,379.0,-6.054,84.3,0.3,83850.0,0.0,0.03023,2017-12-24,11:00:00,0.00244,1.09362
444,359.0,-4.654,79.1,0.3,83790.0,0.0,0.02272,2017-12-24,12:00:00,0.00255,1.08714
445,286.0,-2.754,68.6,0.3,83740.0,0.0,0.09,2017-12-24,13:00:00,0.00255,1.07885
446,170.0,-3.054,73.4,0.6,83720.0,0.0,0.06927,2017-12-24,14:00:00,0.00267,1.0798
447,30.0,-4.954,80.5,1.2,83700.0,0.0,0.13529,2017-12-24,15:00:00,0.00254,1.08719
448,0.0,-6.354,87.3,1.0,83700.0,0.0,0.08578,2017-12-24,16:00:00,0.00248,1.09289
449,0.0,-7.754,91.9,1.2,83720.0,0.0,0.08578,2017-12-24,17:00:00,0.00234,1.09892
450,0.0,-10.054,98.7,1.0,83740.0,0.0,0.08578,2017-12-24,18:00:00,0.0021,1.10879
451,0.0,-10.154,97.0,1.0,83740.0,0.0,0.08578,2017-12-24,19:00:00,0.00205,1.10921
452,0.0,-11.354,95.7,0.9,83730.0,0.0,0.08578,2017-12-24,20:00:00,0.00184,1.11416
453,0.0,-11.754,89.3,1.1,83720.0,0.0,0.08578,2017-12-24,21:00:00,0.00166,1.11573
454,0.0,-12.754,89.7,1.2,83710.0,0.0,0.08578,2017-12-24,22:00:00,0.00154,1.11988
455,0.0,-12.854,93.6,1.0,83690.0,0.0,0.08578,2017-12-24,23:00:00,0.00159,1.12005
456,0.0,-13.754,89.6,0.9,83660.0,0.0,0.15985,2017-12-25,00:00:00,0.00142,1.12353
457,0.0,-13.854,91.0,1.1,83640.0,0.0,0.15985,2017-12-25,01:00:00,0.00143,1.1237
458,0.0,-13.854,89.5,1.1,83600.0,0.0,0.15985,2017-12-25,02:00:00,0.00141,1.12316
459,0.0,-13.754,90.8,0.6,83560.0,0.0,0.15985,2017-12-25,03:00:00,0.00144,1.12219
460,0.0,-13.854,87.9,1.1,83520.0,0.0,0.15985,2017-12-25,04:00:00,0.00138,1.12208
461,0.0,-14.254,90.4,1.1,83500.0,0.0,0.15985,2017-12-25,05:00:00,0.00138,1.12355
